id,x,y
12791,-136.57741,119.374664
3287,-143.98335,111.84383
16345,-137.48647,103.2385
9107,-137.2429,103.32606
16083,-146.82573,117.17765
3226,-138.86574,118.699486
13056,-136.4126,117.645676
15487,-131.77806,110.5319
8846,-139.53838,108.93979
3351,-155.57072,113.17606
20628,-146.83331,117.174965
8533,-131.49445,98.560036
3277,-135.92224,100.81828
6671,-157.61116,117.95735
5387,-163.36636,111.65909
8249,-137.8488,118.72087
12958,-131.82434,110.30752
12879,-137.06308,102.822914
6788,-126.02298,109.700806
12335,-143.83192,118.01697
12685,-138.3967,120.30797
20483,-144.52104,102.99169
13165,-137.57118,103.545815
8392,-134.50423,106.1339
20651,-142.4987,114.044266
12448,-157.10751,117.74977
6699,-158.64839,115.55043
12790,-144.0001,103.063545
5592,-138.15675,96.44181
8496,-130.26414,97.269844
13071,-144.31137,102.73784
8988,-136.43318,110.58968
8334,-139.5668,108.944046
15984,-139.5361,108.934456
20533,-144.28036,106.37399
12416,-150.03712,117.62099
15610,-137.04524,103.61901
12695,-144.47713,103.510056
20576,-129.6213,107.40407
8641,-139.5613,108.92719
8901,-137.198,103.64388
8570,-136.8456,103.498474
8226,-139.602,123.31496
9039,-125.94173,109.71101
5537,-142.41086,114.193214
15490,-126.13423,109.76719
