id,x,y
17205,-114.9706,-36.116096
60002,-134.19276,-52.801517
11503,-145.20668,-67.02439
11451,-143.91869,-63.57224
4002,-117.04404,-45.01552
9927,-99.96678,-39.180817
19429,-111.547,-42.516823
16990,-133.44942,-50.704754
15064,-145.13301,-66.950935
10299,-111.39739,-42.801323
10983,-145.82477,-62.30362
13000,-100.5857,-38.763016
20015,-131.78827,-53.507366
14259,-129.87117,-53.382877
14966,-134.49872,-51.35347
6826,-117.00021,-44.889977
18576,-146.22421,-57.306156
14234,-145.25471,-63.502514
11786,-145.95995,-61.392902
13318,-146.43582,-61.55456
16874,-134.29738,-51.54265
17255,-129.55602,-48.40344
11063,-154.04489,-57.590633
16028,-102.42254,-23.178701
10795,-143.8081,-63.664032
18836,-143.75134,-70.30489
5505,-98.99235,-13.502522
19132,-146.32121,-57.359756
10992,-148.76094,-64.27895
9558,-119.45288,-29.163927
10617,-145.63585,-61.790604
5745,-154.07219,-57.599766
15802,-106.45455,-31.104359
11008,-143.08282,-63.53881
19889,-145.27478,-66.73228
15577,-101.38534,-39.818676
10269,-119.174644,-28.692013
18496,-142.88899,-64.00335
13381,-134.26213,-52.58454
20294,-100.6718,-39.729507
6865,-99.47416,-21.095774
7855,-102.29923,-23.02598
15433,-99.09283,-13.413976
5593,-118.80804,-28.552382
7803,-146.40106,-62.424114
7699,-118.73388,-29.091312
10620,-111.52264,-42.597034
20002,-129.55458,-48.41299
13224,-118.83742,-28.442595
16522,-131.93903,-53.6156
10671,-143.60779,-64.359856
7565,-100.43373,-39.11366
11342,-100.43282,-39.75882
19077,-132.00175,-53.309044
15605,-100.98717,-38.592354
1850,-98.34249,-34.683773
11356,-146.05693,-62.406364
8054,-142.77895,-53.498543
2471,-102.34254,-22.659828
3603,-99.94728,-39.647335
14845,-146.33167,-57.396324
13514,-146.69666,-61.95981
13643,-134.01286,-51.541462
9155,-106.42996,-31.107573
11373,-143.29243,-63.37678
11411,-143.77676,-64.04179
2199,-101.911736,-22.895279
7195,-143.50423,-54.28736
5722,-111.45408,-42.66337
15471,-100.69152,-38.672092
15364,-99.10715,-13.5307255
9038,-101.258,-35.00909
18869,-108.08761,-43.027607
16607,-114.47608,-36.880013
14603,-100.345245,-29.74444
16975,-148.75854,-64.160545
13424,-131.87022,-53.696472
19228,-134.483,-49.15915
18622,-101.230095,-39.1133
1797,-145.36217,-63.416126
18895,-119.124245,-28.345083
7199,-100.54574,-39.720768
11815,-146.44757,-62.226013
16592,-118.93285,-29.03702
13774,-134.32365,-49.396507
20418,-146.45377,-61.58095
10239,-106.46768,-31.170742
14285,-115.05011,-36.21732
10697,-145.83453,-61.99329
8781,-100.88526,-40.161232
20361,-134.21468,-51.649593
20505,-97.17588,-21.397793
17558,-102.23514,-22.734663
8160,-101.17688,-39.29306
13856,-119.631355,-28.704702
19767,-102.723236,-23.033741
17557,-106.40457,-31.123632
19114,-119.12128,-29.207062
15877,-110.20847,-27.737747
7315,-146.44293,-49.49135
16844,-101.591995,-39.038704
9050,-100.03035,-40.129124
10282,-102.27548,-22.649075
